baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC102725121	0	NA	NA	NA	NA	NA
LOC105378947	0.0310001165797903	-1.28126165693672	6.12047839865827	-0.209340115834344	0.834182737556188	NA
LOC107984841	0.204457284534374	-1.07565647195318	6.07503175780335	-0.177061868124641	0.859459793454456	NA
LOC107985728	0.522743642994971	-4.14335073494024	3.95917074279802	-1.04651984067049	0.295321089461015	NA
LOC107985729	0.0344858513695341	-1.28126165693672	6.12047839865827	-0.209340115834343	0.834182737556188	NA
LOC105378949	2.68515821377951	1.54007549644125	1.52395407521865	1.01057867916413	0.312218124604753	NA
LOC100506504	5.74853211118487	-0.861119428305118	1.65383977360977	-0.520678872310335	0.602590494802532	NA
LOC105378592	0.895267821384517	-1.52844570650082	2.24808139244946	-0.679888954036251	0.49657477629087	NA
LOC107985734	2.03572516301311	-0.742651723540798	1.87983679260607	-0.395061808802689	0.692797273286306	NA
C1orf195	0.0336229038683352	0.161332046731545	6.12047839865827	0.0263593850387434	0.978970688927959	NA
ANO7P1	0.0387699338288991	-1.28126841232328	6.12047839865827	-0.209341219569399	0.83418187598981	NA
MST1L	0.224519811293271	0.152767567932133	5.98864837375748	0.0255095237518981	0.979648552104823	NA
LOC107985103	0.581827384847969	-3.23779651746909	3.05221832970607	-1.06080108554387	0.288780308788999	NA
LOC105378950	0	NA	NA	NA	NA	NA
TMEM269	0.379613910847401	1.19421757936172	4.39603716729729	0.271657753088547	0.785885188135053	NA
LOC107983962	0.616063328465678	-1.53289755950996	3.83836537962513	-0.399362074190986	0.68962643475387	NA
LOC101927844	0	NA	NA	NA	NA	NA
LOC105378862	3.20935718493469	-0.962361644659859	1.47274190506493	-0.653448945365232	0.513466893298667	NA
LOC101928436	1.18920598862837	0.912939508925108	2.00065896003201	0.45631940633725	0.648160310882532	NA
LOC107985184	0.44629063698128	-0.410836215017534	3.17396991312777	-0.129439227926606	0.897010109353038	NA
LINC01750	6.88558090734892	-0.928288581309645	1.07317981038365	-0.86498886051331	0.387044902884157	NA
C1orf137	0	NA	NA	NA	NA	NA
NBPF7	0.433768857680463	-1.41883390703175	3.22740493996407	-0.439620665340973	0.660211870868258	NA
LOC100996720	0.308476372803779	-0.369733915163379	6.07227584753706	-0.0608888536105199	0.951447726505737	NA
LOC105369199	0.512820594713462	-1.90840247088421	2.91608389762941	-0.654440180008408	0.512828255059077	NA
LOC100996721	0	NA	NA	NA	NA	NA
LOC100996318	0.0705343479422699	-0.559980005244358	6.12047839865827	-0.0914928488869624	0.927100988166972	NA
LOC107985199	0	NA	NA	NA	NA	NA
LOC107983967	0	NA	NA	NA	NA	NA
LOC107985108	0.0916400342640744	0.161365825499283	6.12047839865827	0.0263649040138198	0.978966286952824	NA
LOC105369140	0.0756174963693238	-1.91953129308898	6.11460872269985	-0.313925449712411	0.753577660688749	NA
LOC388692	0.191332283503526	-0.269237807938709	6.07540240533289	-0.04431604525527	0.964652481975175	NA
LOC100996713	0.0317644141133708	0.161332046731545	6.12047839865827	0.0263593850387435	0.978970688927959	NA
LOC107985109	0	NA	NA	NA	NA	NA
LOC107985527	0	NA	NA	NA	NA	NA
LOC105371215	0	NA	NA	NA	NA	NA
LOC107985111	0	NA	NA	NA	NA	NA
LOC107985528	0	NA	NA	NA	NA	NA
LOC100996741	0	NA	NA	NA	NA	NA
LOC105371303	0.441774601751651	-0.948235266960245	3.66077985936205	-0.259025481834215	0.795615579616826	NA
LOC101060254	0.554631790929313	-0.175023683495901	2.75208164681124	-0.0635968353986502	0.949291251629126	NA
LOC100996517	0	NA	NA	NA	NA	NA
LOC100996716	0	NA	NA	NA	NA	NA
LOC653513	12.8705894609856	0.147900499199666	0.709268277686763	0.20852546751708	0.834818699466909	NA
LOC107983947	11.2645608466862	2.82933814513893	1.39432012785753	2.02918833961496	0.0424391107778226	NA
LOC100131107	0	NA	NA	NA	NA	NA
LOC105371448	0	NA	NA	NA	NA	NA
LOC101928120	2.17808266906901	0.827663702235177	1.71430639838457	0.482798000996265	0.629239170320271	NA
POP3	0.0317644141133708	0.161332046731545	6.12047839865827	0.0263593850387435	0.978970688927959	NA
LOC105371598	0	NA	NA	NA	NA	NA
LOC107985246	1.83428671480696	-1.0763066539781	1.62512937347094	-0.66228982845798	0.507785494305431	NA
LOC100505650	0.0336229038683352	0.161332046731545	6.12047839865827	0.0263593850387434	0.978970688927959	NA
LOC105372883	0.84756026847934	-1.07289723547308	2.32279510113188	-0.461899215712252	0.644153596468204	NA
MIR205HG	0.0930690042994829	-0.0827899915817407	6.09440854129773	-0.013584581837717	0.989161405248354	NA
LOC107985330	0.0903475670433196	1.07205336641499	6.10310145688863	0.175657143173484	0.860563306478794	NA
LOC105379282	0.133986818125614	-1.70963117123506	6.09664045637442	-0.280421846009884	0.779153878443831	NA
LOC105373289	0.279229485618549	0.70708180160696	4.89467878258095	0.144459285892938	0.885137804318315	NA
LOC107985355	0.0945289448065319	-0.119766688430008	6.11399550976778	-0.0195889395467609	0.984371287104884	NA
LOC101060022	0.284246623795203	-1.41241878598306	6.06027036782574	-0.23306200883077	0.815713255161995	NA
LOC100506571	0.4839325833875	-1.01207777284953	3.46149978550627	-0.292381290066008	0.769995111912733	NA
LOC101927401	0.357848579985115	1.14267371297659	3.76541795183265	0.303465306532691	0.761535283006782	NA
BTNL10	0	NA	NA	NA	NA	NA
LOC105373132	2.23842270471999	0.985686770675169	1.59271857535463	0.61887064414735	0.536001578816655	NA
LOC107983951	0	NA	NA	NA	NA	NA
C1orf229	0.581403235936478	1.69625051760179	3.49634422564247	0.485149747316455	0.627570125860971	NA
LOC107985115	7.23885978083796	0.72209982571961	0.790458337456662	0.913520411515934	0.360968903443496	NA
OR2W5	0	NA	NA	NA	NA	NA
LOC107987363	0	NA	NA	NA	NA	NA
LOC107987364	0	NA	NA	NA	NA	NA
LOC101927262	1.26376676106878	1.00466987592578	2.12046110890368	0.473797831852344	0.635644080852697	NA
LOC100996637	0	NA	NA	NA	NA	NA
LOC105373392	0	NA	NA	NA	NA	NA
LOC107985837	0	NA	NA	NA	NA	NA
LOC102723730	0	NA	NA	NA	NA	NA
LOC105373395	0	NA	NA	NA	NA	NA
LOC101926982	0.0317644141133708	0.161332046731545	6.12047839865827	0.0263593850387435	0.978970688927959	NA
C2orf48	0	NA	NA	NA	NA	NA
LOC107985856	0.279178746251284	-1.39791643645157	6.06909322105991	-0.230333657028164	0.817832509082635	NA
LOC107985792	0	NA	NA	NA	NA	NA
LOC105374378	0.46468607419541	1.06745617011988	3.99049425466936	0.267499738627822	0.789084415385656	NA
LOC107985876	0.0340977202349398	0.16132529134498	6.12047839865827	0.0263582813036879	0.978971569275239	NA
LOC102724965	1.05801096797827	-1.30143505310037	2.65204855774305	-0.490728214346091	0.623618688317749	NA
LOC107985795	0.166856713291632	2.04668392741885	6.09536342358034	0.33577717769889	0.737038901536595	NA
LOC107984043	0.394586442396182	1.37819745763995	3.6250221065375	0.380190083573409	0.703804319737024	NA
LOC107985770	27.8606488038261	0.44181636375043	0.690462460276501	0.639884699268808	0.522247561984824	NA
LOC107985896	0	NA	NA	NA	NA	NA
LOC105374811	2.01258539443374	1.4362430749637	2.15294309468752	0.667106844815214	0.504703888299117	NA
LOC102724642	2.39331441569894	-0.985649441756592	2.02740508686947	-0.486163050561613	0.626851566472162	NA
LOC730268	17.3204661899595	1.12224692812323	1.17285895848728	0.956847300352866	0.33864433394804	NA
LOC107985911	8.59131089164566	-0.707619199623532	0.933905636425774	-0.757698820976945	0.448631305001454	NA
LOC101060017	0.0658621343483106	0.783456525225815	6.11335103638331	0.128155003788121	0.89802630813745	NA
LOC101930047	0.0968622509281009	0.105700707000174	6.11661595810429	0.0172809127995235	0.986212512710195	NA
LOC107985799	0	NA	NA	NA	NA	NA
LOC107985914	0.397227260356625	1.24557706609857	3.63336163601908	0.34281670554085	0.731736357496313	NA
LOC107984110	4.33203714201294	-2.03248737132137	1.5315847456212	-1.32704858619953	0.184492611102329	NA
LOC402096	0	NA	NA	NA	NA	NA
LOC107985931	0	NA	NA	NA	NA	NA
LOC107985773	0	NA	NA	NA	NA	NA
LOC105373985	0	NA	NA	NA	NA	NA
LOC105375809	0	NA	NA	NA	NA	NA
LOC107985939	2.63074521199604	-0.664674684550942	1.76556034720259	-0.376466703958362	0.706569964292625	NA
LOC105373989	21.2280749105091	-0.0578650260796649	0.750208365695375	-0.0771319392393462	0.938518584838087	NA
LOC107985803	1.36749385783298	0.17008450738729	2.05750972108312	0.0826652266302554	0.934117735332171	NA
LOC107985778	0	NA	NA	NA	NA	NA
C2orf27A	4.82965870842441	0.881368583910577	1.51068609751346	0.583422714593908	0.559608770384497	NA
C2orf27B	0	NA	NA	NA	NA	NA
